OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,Address,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,ListOfAllPropertyUseTypes,LargestPropertyUseType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),TotalGHGEmissions
634,2016,NonResidential,Large Office,505 1ST AVE S,DOWNTOWN,47.59767,-122.33467,2009,1.0,7,"Office, Retail Store",Office,43.0,89.40000153,182.14
635,2016,NonResidential,Small- and Mid-Sized Office,"1201 1st Ave. S.,",GREATER DUWAMISH,47.59202,-122.33486,1914,1.0,2,Office,Office,53.0,97.09999847,180.76
637,2016,NonResidential,Mixed Use Property,1531 Utah Ave S,GREATER DUWAMISH,47.58924,-122.33566,2009,1.0,6,"Distribution Center, Office, Other, Other - Recreation, Parking",Parking,75.0,362.6000061,445.62
638,2016,NonResidential,Warehouse,2203 1st Ave. S.,GREATER DUWAMISH,47.58365,-122.33467,1926,1.0,7,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,26.0,30.20000076,98.43
639,2016,NonResidential,Small- and Mid-Sized Office,2245 1st Ave. South,GREATER DUWAMISH,47.58252,-122.33465,1930,1.0,3,Office,Office,16.0,84.59999847,47.25
640,2016,NonResidential,Large Office,2401 Utah Ave South,GREATER DUWAMISH,47.58181,-122.33534,1912,0.0,6,"Non-Refrigerated Warehouse, Office, Retail Store",Office,79.0,50.09999847,810.7
641,2016,NonResidential,Retail Store,2701 Utah Avenue South,GREATER DUWAMISH,47.57842,-122.33558,1993,1.0,1,Retail Store,Retail Store,57.0,70.5,100.42
642,2016,NonResidential,Warehouse,99/55 South Spokane St.,GREATER DUWAMISH,47.57096,-122.3355,1926,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,83.0,18.60000038,49.25
647,2016,NonResidential,Distribution Center,4100 W Marginal Way SW,DELRIDGE,47.56676,-122.35247,1953,1.0,1,Distribution Center,Distribution Center,28.0,38.20000076,42.74
649,2016,NonResidential,Small- and Mid-Sized Office,815 Seattle Blvd S.,EAST,47.59534849,-122.327269,1930,0.0,4,Office,Office,91.0,41.29999924,33.41
650,2016,NonResidential,Small- and Mid-Sized Office,1100 NE 45th ST,NORTHEAST,47.66158,-122.31625,2001,1.0,6,"Office, Other, Parking",Office,2.0,150.3000031,59.75
651,2016,NonResidential,Medical Office,530 Fairview Avenue North,LAKE UNION,47.62395,-122.33392,2008,1.0,5,"Medical Office, Other, Parking",Medical Office,6.0,210.0,477.85
652,2016,NonResidential,Large Office,4025 Delridge Way SW,DELRIDGE,47.56787,-122.36419,1991,1.0,5,"Office, Parking",Office,41.0,70.40000153,58.43
654,2016,NonResidential,Retail Store,4101 - 4111 AIRPORT WAY S,GREATER DUWAMISH,47.56664,-122.32346,1973,1.0,1,Retail Store,Retail Store,66.0,44.90000153,67.29
656,2016,NonResidential,Medical Office,1221 Madison Street,EAST,47.60979,-122.32298,2004,1.0,0,Medical Office,Medical Office,53.0,103.6999969,692.12
657,2016,NonResidential,Mixed Use Property,2200 Westlake Ave.,DOWNTOWN,47.61783,-122.33729,2006,0.0,0,"Financial Office, Hotel, Multifamily Housing, Other, Parking, Restaurant, Supermarket/Grocery Store",Parking,31.0,78.90000153,734.72
658,2016,NonResidential,Large Office,505 5th Ave. South,DOWNTOWN,47.59794,-122.32767,2000,1.0,11,"Data Center, Office, Restaurant",Office,75.0,82.40000153,185.39
659,2016,NonResidential,Large Office,1301 2nd Ave,DOWNTOWN,47.6074,-122.33777,2005,1.0,42,"Data Center, Financial Office, Office, Parking, Restaurant",Office,97.0,45.5,481.06
660,2016,NonResidential,Small- and Mid-Sized Office,1505 5th Ave.,DOWNTOWN,47.61077,-122.3361,1926,1.0,6,"Data Center, Office, Retail Store",Office,75.0,33.70000076,17.28
661,2016,NonResidential,Medical Office,1229 madison Street,EAST,47.61002,-122.32222,1985,1.0,10,Medical Office,Medical Office,46.0,87.40000153,190.1
671,2016,NonResidential,Medical Office,1600 E Jefferson St,CENTRAL,47.60649,-122.31121,1987,1.0,7,Medical Office,Medical Office,68.0,50.5,40.38
673,2016,NonResidential,Retail Store,7345 Delridge Way SW,DELRIDGE,47.53655,-122.36377,2005,0.0,1,Retail Store,Retail Store,79.0,53.0,94.74
674,2016,NonResidential,Medical Office,904   7th Ave.,EAST,47.60707,-122.3288,2008,1.0,9,"Medical Office, Parking",Medical Office,58.0,73.5,130.32
677,2016,NonResidential,Medical Office,901 Boren Avenue,EAST,47.60883,-122.32494,1973,1.0,19,"Medical Office, Parking",Medical Office,50.0,90.69999695,357.39
678,2016,NonResidential,Large Office,"811 First Avenue, Suite 350",DOWNTOWN,47.60353,-122.33558,1900,1.0,6,"Office, Retail Store",Office,94.0,58.90000153,282.46
679,2016,NonResidential,Small- and Mid-Sized Office,605 First Avenue,DOWNTOWN,47.60197,-122.33437,1900,1.0,6,"Office, Retail Store",Office,55.0,54.29999924,21.37
680,2016,NonResidential,Small- and Mid-Sized Office,800 Maynard Ave S,GREATER DUWAMISH,47.59554,-122.32471,1925,1.0,4,Office,Office,89.0,38.0,23.48
681,2016,NonResidential,Large Office,1633 Westlake Avenue North,MAGNOLIA / QUEEN ANNE,47.63347,-122.34078,2000,1.0,4,"Office, Parking",Office,93.0,49.5,35.56
682,2016,NonResidential,Other,2629 SW Andover Street,DELRIDGE,47.56797,-122.36711,2001,1.0,3,"Other - Recreation, Parking, Swimming Pool",Other - Recreation,75.0,191.8999939,310.19
683,2016,NonResidential,Other,3820 Rainier Ave S,SOUTHEAST,47.56961,-122.28881,1994,3.0,1,"Parking, Strip Mall",Strip Mall,75.0,199.3000031,530.62
685,2016,NonResidential,Large Office,818 Stewart Street,DOWNTOWN,47.61567,-122.33503,2008,1.0,14,"Office, Other, Parking",Office,86.0,66.59999847,116.95
689,2016,NonResidential,Other,600 1st Ave N,MAGNOLIA / QUEEN ANNE,47.62476,-122.35521,1994,3.0,2,Lifestyle Center,Lifestyle Center,75.0,164.1999969,270.17
690,2016,NonResidential,Large Office,701 Pike Street,DOWNTOWN,47.6115,-122.33278,2001,1.0,23,"Office, Parking",Office,90.0,44.59999847,111.69
692,2016,NonResidential,Other,2323 Elliott Avenue,DOWNTOWN,47.61234,-122.34897,1983,1.0,6,"Office, Parking",Parking,75.0,66.40000153,36.49
693,2016,NonResidential,Small- and Mid-Sized Office,200 W Mercer St,MAGNOLIA / QUEEN ANNE,47.62497,-122.35965,1982,1.0,5,Office,Office,91.0,44.5,30.61
694,2016,NonResidential,Large Office,3100 Airport Way South,GREATER DUWAMISH,47.57639,-122.32072,2007,1.0,1,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,12.0,72.19999695,98.54
696,2016,NonResidential,Large Office,1100 W Ewing St,MAGNOLIA / QUEEN ANNE,47.65692,-122.37059,1978,1.0,1,Office,Office,1.0,214.8000031,357.86
700,2016,NonResidential,Supermarket / Grocery Store,2001 15th Avenue West,MAGNOLIA / QUEEN ANNE,47.63718,-122.37734,2008,1.0,1,"Personal Services (Health/Beauty, Dry Cleaning, etc), Retail Store, Supermarket/Grocery Store",Supermarket/Grocery Store,31.0,214.1000061,0.0
701,2016,NonResidential,Retail Store,1523-1541 15th Ave West,MAGNOLIA / QUEEN ANNE,47.63284,-122.37712,1978,1.0,1,Retail Store,Retail Store,51.0,58.40000153,60.7
702,2016,NonResidential,Small- and Mid-Sized Office,1461-1489 Elliot Ave W,MAGNOLIA / QUEEN ANNE,47.63156,-122.37551,1937,1.0,2,Office,Office,59.0,60.70000076,55.73
703,2016,NonResidential,Large Office,501 Elliot Ave West,MAGNOLIA / QUEEN ANNE,47.62302,-122.36476,2000,1.0,4,"Data Center, Office, Parking",Office,1.0,231.3999939,177.62
704,2016,NonResidential,Large Office,401 Elliot Ave West,MAGNOLIA / QUEEN ANNE,47.62235,-122.36378,2000,1.0,4,"Data Center, Office, Parking",Office,1.0,311.7000122,189.18
19755,2016,NonResidential,Small- and Mid-Sized Office,2607 2nd Avenue,DOWNTOWN,47.61588,-122.34965,1925,1.0,3,Office,Office,65.0,40.40000153,5.59
705,2016,NonResidential,Large Office,351 Elliot Ave West,MAGNOLIA / QUEEN ANNE,47.62175,-122.36313,2000,1.0,5,"Office, Parking",Office,63.0,73.80000305,54.78
706,2016,NonResidential,Large Office,333 Elliott Ave W,MAGNOLIA / QUEEN ANNE,47.62101,-122.36188,2008,1.0,5,"Data Center, Office, Parking",Office,56.0,108.3000031,103.57
707,2016,NonResidential,Large Office,101 Elliott Ave West,MAGNOLIA / QUEEN ANNE,47.61891,-122.35958,1986,1.0,5,"Office, Parking",Office,95.0,52.70000076,116.74
708,2016,NonResidential,Large Office,3131 Elliott Avenue,DOWNTOWN,47.61813,-122.35833,1986,1.0,7,"Office, Other, Parking",Office,63.0,65.90000153,88.74
709,2016,NonResidential,Large Office,2711 Alaskan Way,DOWNTOWN,47.614,-122.35375,1993,1.0,3,"Non-Refrigerated Warehouse, Office, Other, Other - Recreation, Other - Services, Restaurant",Office,77.0,54.59999847,70.09
710,2016,NonResidential,Large Office,2401 Elliott Avenue,DOWNTOWN,47.61287,-122.35022,2000,1.0,5,"Data Center, Office",Office,99.0,123.6999969,119.81
711,2016,NonResidential,Warehouse,1334 Alaskan Way,DOWNTOWN,47.60703,-122.34038,1912,1.0,5,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,81.0,14.80000019,8.8
712,2016,NonResidential,Large Office,51 University,DOWNTOWN,47.60604,-122.33948,1918,1.0,6,"Adult Education, Fitness Center/Health Club/Gym, Office, Other - Restaurant/Bar, Parking, Retail Store",Office,75.0,47.5,50.17
713,2016,NonResidential,Large Office,1008 Western Ave,DOWNTOWN,47.6047,-122.33739,1905,1.0,6,"Data Center, Office, Retail Store",Office,70.0,53.90000153,47.39
715,2016,NonResidential,Large Office,71 Columbia Street,DOWNTOWN,47.60247,-122.33621,1910,1.0,6,"Office, Retail Store",Office,86.0,54.59999847,97.82
716,2016,NonResidential,Retail Store,619 Western Avenue,DOWNTOWN,47.60223,-122.33602,1910,1.0,6,Retail Store,Other,89.0,45.0,69.02
717,2016,Nonresidential COS,Warehouse,2203 Airport Way S,GREATER DUWAMISH,47.5829,-122.32417,1985,1.0,2,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,51.0,53.70000076,119.46
718,2016,NonResidential,Large Office,1737 Airport Way South,GREATER DUWAMISH,47.58716,-122.32214,1951,1.0,2,"Office, Parking",Office,66.0,95.90000153,157.48
719,2016,NonResidential,Distribution Center,1762 6th Ave S,GREATER DUWAMISH,47.58685,-122.32501,1960,1.0,1,"Distribution Center, Office",Distribution Center,95.0,9.199999809,7.08
720,2016,NonResidential,Warehouse,1930 6th Ave. South,GREATER DUWAMISH,47.58553,-122.32511,1951,1.0,4,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,97.0,19.10000038,95.86
722,2016,NonResidential,Warehouse,2440 6TH AVE S,GREATER DUWAMISH,47.58042,-122.32552,1951,1.0,3,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,12.0,50.70000076,75.29
723,2016,NonResidential,Distribution Center,2450 8th Ave S,GREATER DUWAMISH,47.58096,-122.32313,1970,1.0,1,"Distribution Center, Office, Retail Store",Distribution Center,55.0,35.40000153,19.86
725,2016,NonResidential,Distribution Center,3623 6th Ave S,GREATER DUWAMISH,47.57055,-122.3267,1961,1.0,1,"Distribution Center, Parking",Distribution Center,75.0,74.5,155.74
727,2016,NonResidential,Distribution Center,2700 4th Ave S,GREATER DUWAMISH,47.5794,-122.32848,1928,1.0,2,"Distribution Center, Office, Retail Store",Distribution Center,75.0,35.40000153,48.5
728,2016,NonResidential,Warehouse,2230 4th Ave S,GREATER DUWAMISH,47.58241,-122.32866,1931,1.0,2,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,16.0,86.40000153,178.62
729,2016,NonResidential,Distribution Center,1703 6th Ave S,GREATER DUWAMISH,47.58772,-122.32686,1987,1.0,1,Distribution Center,Distribution Center,87.0,15.30000019,34.14
730,2016,NonResidential,Other,1200 4TH AVE S,GREATER DUWAMISH,47.5908,-122.32828,1986,3.0,2,"Other - Public Services, Parking",Other - Public Services,75.0,113.4000015,168.5
731,2016,NonResidential,Mixed Use Property,1000 4TH AVE S,GREATER DUWAMISH,47.59439,-122.32839,1930,3.0,2,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store, Worship Facility",Non-Refrigerated Warehouse,75.0,34.20000076,25.37
732,2016,NonResidential,Supermarket / Grocery Store,100 NW 85th Street,NORTHWEST,47.69197,-122.35877,1970,1.0,1,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,91.0,103.0,293.56
734,2016,NonResidential,Small- and Mid-Sized Office,1455 NW Leary Way,BALLARD,47.6633,-122.37549,2001,1.0,4,Office,Office,5.0,68.69999695,33.58
735,2016,NonResidential,Warehouse,2121 West Commodore Way,MAGNOLIA / QUEEN ANNE,47.6592,-122.38437,1974,0.0,3,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,75.0,47.70000076,86.9
738,2016,NonResidential,Other,616 NE Northlake Place,NORTHEAST,47.65529,-122.32133,2006,1.0,6,"Other, Parking",Other,75.0,215.1999969,710.7
739,2016,NonResidential,Large Office,837 N 34th Street,LAKE UNION,47.64912,-122.34823,2008,1.0,4,"Fitness Center/Health Club/Gym, Office, Parking",Office,73.0,79.5,61.86
740,2016,NonResidential,Small- and Mid-Sized Office,551 N 34th St,LAKE UNION,47.64932,-122.35187,2000,1.0,2,Office,Office,33.0,71.0,38.21
741,2016,NonResidential,Large Office,1000 Dexter Avenue North,MAGNOLIA / QUEEN ANNE,47.62817,-122.34212,1998,1.0,5,"Office, Other, Parking",Office,57.0,63.90000153,47.82
742,2016,NonResidential,Mixed Use Property,1100 Eastlake Ave,LAKE UNION,47.6289,-122.32877,2008,1.0,5,"Data Center, Office, Other, Parking",Parking,75.0,141.6000061,314.43
743,2016,NonResidential,Laboratory,1208 Eastlake Avenue East,LAKE UNION,47.63079,-122.32693,1999,1.0,4,Laboratory,Laboratory,75.0,369.1000061,1154.79
744,2016,NonResidential,Large Office,400 Second Avenue,MAGNOLIA / QUEEN ANNE,47.62225,-122.35915,2000,1.0,7,"Office, Parking",Office,88.0,53.5,68.06
745,2016,NonResidential,Large Office,190 Queen Anne,MAGNOLIA / QUEEN ANNE,47.61949,-122.35639,1974,1.0,5,"Office, Parking",Office,85.0,56.5,65.03
748,2016,NonResidential,Small- and Mid-Sized Office,2801 Alaskan Way,DOWNTOWN,47.61472,-122.35566,1902,1.0,3,"Office, Parking, Retail Store",Office,75.0,115.6999969,260.13
749,2016,NonResidential,Large Office,2601 Fourth Avenue,DOWNTOWN,47.61732,-122.34791,1975,1.0,8,"Office, Parking",Office,65.0,77.69999695,119.93
750,2016,NonResidential,Large Office,1915 Terry Ave,DOWNTOWN,47.61628,-122.33391,1953,1.0,7,Office,Office,82.0,60.40000153,147.82
751,2016,NonResidential,Large Office,2201 Sixth Avenue,DOWNTOWN,47.61599,-122.34165,1983,1.0,15,"Office, Parking",Office,85.0,67.5,246.83
752,2016,NonResidential,Large Office,2033 6th Ave,DOWNTOWN,47.61481,-122.33969,1963,1.0,11,"Bar/Nightclub, Office, Personal Services (Health/Beauty, Dry Cleaning, etc)",Office,83.0,68.69999695,346.62
753,2016,NonResidential,Other,2001 6th Ave,DOWNTOWN,47.61438,-122.33871,1981,1.0,33,"Data Center, Office",Data Center,98.0,639.7999878,1921.82
775,2016,NonResidential,Large Office,701 5th Avenue,DOWNTOWN,47.60454,-122.33072,1985,1.0,76,"Office, Parking",Office,86.0,55.09999847,882.56
754,2016,NonResidential,Large Office,720 Olive Way,DOWNTOWN,47.61418,-122.33485,1981,1.0,19,"Medical Office, Office, Parking",Office,90.0,49.0,110.7
755,2016,NonResidential,Medical Office,509 Olive Way,DOWNTOWN,47.6129,-122.33684,1925,1.0,18,"Medical Office, Parking, Retail Store",Medical Office,68.0,76.30000305,582.28
756,2016,NonResidential,Retail Store,601 Pine St,DOWNTOWN,47.61203,-122.33486,1929,1.0,4,Retail Store,Retail Store,80.0,105.1999969,109.85
758,2016,NonResidential,Other,600 Pine Street,DOWNTOWN,47.61289,-122.33531,1999,1.0,0,"Office, Other - Entertainment/Public Assembly, Other - Mall, Restaurant",Other - Mall,75.0,62.09999847,324.25
759,2016,NonResidential,Mixed Use Property,915 E Pine St,EAST,47.61505,-122.32,1908,1.0,4,"Office, Performing Arts, Restaurant, Retail Store, Self-Storage Facility",Office,75.0,70.30000305,150.88
760,2016,NonResidential,Large Office,1601 Second Avenue,DOWNTOWN,47.61036,-122.34037,1908,1.0,10,"Office, Retail Store",Office,97.0,29.20000076,133.8
761,2016,NonResidential,Retail Store,301 Pike Street,DOWNTOWN,47.60956,-122.33715,1940,1.0,3,Retail Store,Retail Store,59.0,56.29999924,27.82
762,2016,NonResidential,Retail Store,1419 Third Avenue,DOWNTOWN,47.60925,-122.33734,1924,1.0,3,Retail Store,Retail Store,39.0,106.0999985,54.4
763,2016,NonResidential,Small- and Mid-Sized Office,1415 Western Avenue,DOWNTOWN,47.60765,-122.34097,1909,1.0,6,"Office, Restaurant",Office,57.0,55.5,20.12
764,2016,NonResidential,Large Office,1215 4th Avenue,DOWNTOWN,47.60765,-122.3348,1970,1.0,29,"Office, Other - Restaurant/Bar, Other - Technology/Science, Parking",Office,43.0,96.40000153,426.39
765,2016,NonResidential,Large Office,1218 3rd Avenue,DOWNTOWN,47.60769,-122.33544,1929,1.0,27,"Office, Other - Technology/Science, Parking",Office,62.0,91.90000153,639.72
766,2016,NonResidential,Large Office,1200 3rd Ave,DOWNTOWN,47.60741,-122.33565,1921,1.0,13,"Office, Other",Office,13.0,115.8000031,132.71
767,2016,NonResidential,Large Office,1015 3rd Ave,DOWNTOWN,47.60582,-122.33464,1998,1.0,13,"Office, Parking",Office,25.0,118.6999969,119.03
768,2016,NonResidential,Large Office,1201 Western Avenue,DOWNTOWN,47.60576,-122.33922,1910,1.0,7,"Data Center, Office, Retail Store",Office,91.0,41.90000153,41.8
769,2016,NonResidential,Small- and Mid-Sized Office,720 2nd Ave,DOWNTOWN,47.60366,-122.33328,1921,1.0,3,Office,Office,89.0,40.59999847,13.72
771,2016,NonResidential,Large Office,705 2nd Avenue,DOWNTOWN,47.60304,-122.33362,1911,1.0,17,"Financial Office, Food Service, Office, Other",Office,75.0,73.59999847,169.06
772,2016,NonResidential,Large Office,800 5th Ave,DOWNTOWN,47.60573,-122.33028,1981,1.0,42,"Data Center, Medical Office, Office, Parking, Restaurant",Office,95.0,39.59999847,264.78
776,2016,NonResidential,Medical Office,515 Minor Avenue,EAST,47.60663,-122.32157,1988,1.0,5,"Medical Office, Parking",Medical Office,15.0,104.9000015,89.41
777,2016,NonResidential,University,800 13th Ave,CENTRAL,47.6094,-122.31506,1916,1.0,2,"College/University, Parking",College/University,75.0,12.39999962,9.31
778,2016,NonResidential,Small- and Mid-Sized Office,500 1st Avenue S.,DOWNTOWN,47.5981,-122.33369,1910,1.0,6,"Office, Parking",Office,83.0,50.5,31.43
779,2016,NonResidential,Large Office,500 5TH AVE,DOWNTOWN,47.6029,-122.32927,1971,1.0,9,Office,Office,79.0,78.80000305,390.67
780,2016,NonResidential,Large Office,201 South Jackson A-15,DOWNTOWN,47.59878,-122.33088,1998,1.0,8,"Office, Parking",Office,96.0,39.5,94.59
782,2016,NonResidential,Other,1051 1ST AVE SO,GREATER DUWAMISH,47.59273,-122.33455,1939,1.0,2,Other,Other,75.0,31.60000038,51.56
783,2016,NonResidential,Small- and Mid-Sized Office,1518 1st Avenue South,GREATER DUWAMISH,47.58958,-122.33369,1907,1.0,6,"Office, Restaurant",Office,30.0,72.69999695,30.35
784,2016,NonResidential,Warehouse,1919 Sixth Ave South,GREATER DUWAMISH,47.58454,-122.3269,1960,1.0,1,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,83.0,34.79999924,73.58
785,2016,Nonresidential COS,Other,2203 Airport Way S,GREATER DUWAMISH,47.5829,-122.32417,1944,1.0,4,"Office, Other",Other,75.0,146.5,179.45
786,2016,NonResidential,Other,2244 6th Avenue S,GREATER DUWAMISH,47.58251,-122.32528,1985,1.0,1,"Non-Refrigerated Warehouse, Office, Other",Other,75.0,84.80000305,89.94
787,2016,NonResidential,Warehouse,26 South Hanford Street,GREATER DUWAMISH,47.57613,-122.33864,1952,1.0,2,"Data Center, Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,75.0,33.59999847,111.23
791,2016,NonResidential,Other,4455 7th Avenue South,GREATER DUWAMISH,47.56301,-122.32564,1970,1.0,1,Other,Other,75.0,44.79999924,46.52
792,2016,NonResidential,Small- and Mid-Sized Office,5005 3rd Avenue S.,GREATER DUWAMISH,47.55695,-122.33176,1950,1.0,1,"Data Center, Office",Office,95.0,65.0,152.28
793,2016,NonResidential,Large Office,5701 6th Ave. S,GREATER DUWAMISH,47.55238,-122.32762,1973,1.0,2,"Office, Parking",Office,67.0,50.59999847,60.92
794,2016,NonResidential,Warehouse,703 S Fidalgo St,GREATER DUWAMISH,47.54923,-122.32446,1966,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,11.0,34.29999924,13.61
796,2016,NonResidential,Large Office,6100 4th Ave S,GREATER DUWAMISH,47.54699,-122.32882,1975,1.0,5,"Office, Parking",Office,93.0,43.90000153,75.12
797,2016,NonResidential,Distribution Center,303 S River Street,GREATER DUWAMISH,47.54326,-122.33134,1969,1.0,1,Distribution Center,Distribution Center,100.0,2.099999905,1.06
798,2016,NonResidential,Warehouse,7440 W. Marginal Way S.,GREATER DUWAMISH,47.53628,-122.3329,1969,1.0,1,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,31.0,87.30000305,131.64
799,2016,NonResidential,Distribution Center,309 South Cloverdale Street,GREATER DUWAMISH,47.52549,-122.33064,1979,1.0,1,Distribution Center,Distribution Center,32.0,54.79999924,89.53
800,2016,NonResidential,Retail Store,2800 SW BARTON ST,DELRIDGE,47.52222,-122.36892,1992,1.0,1,"Parking, Retail Store",Retail Store,81.0,77.69999695,158.55
801,2016,NonResidential,Other,2670 NE 49th Street,NORTHEAST,47.66478,-122.29804,2002,1.0,6,"Non-Refrigerated Warehouse, Other, Parking, Retail Store",Parking,75.0,111.4000015,119.92
802,2016,NonResidential,Supermarket / Grocery Store,2707 Rainier Avenue South,GREATER DUWAMISH,47.57903,-122.29982,1963,1.0,1,Supermarket/Grocery Store,Supermarket/Grocery Store,57.0,277.2999878,195.43
